"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RABGAP1L",108.327022986308,0.296514718532907,0.166162418406905,1.78448725876624,0.074344523347233,0.300020615323204
"TRMT12",107.82333099009,-0.12859575723002,0.149579750897658,-0.859713674199157,0.389946895166183,0.696671515600776
"ATP8B2",107.427537313614,-0.150344629963532,0.174916070555509,-0.859524396392275,0.390051266182725,0.696671515600776
"ZNF830",107.787607880965,-0.177583040976317,0.142565666103905,-1.24562277741466,0.212902916062667,0.528557883766668
"HOXA3",106.394816152088,-0.375799322726611,0.215161546831302,-1.74659147166877,0.0807082276049723,0.314425803377705
"FAM200A",106.859671550843,0.0531564090312023,0.151363861807313,0.351182960030913,0.725451092953857,0.894423266102311
"FGD6",106.088183744562,-0.440988867346935,0.290883235826291,-1.51603397182464,0.129510762512356,0.409157479778167
"MPV17L2",107.99291037717,0.410738580120847,0.250691091901869,1.63842511117877,0.10133304438806,0.356275151428293
"DNAJC25",107.483494468799,0.204376217722142,0.169655181787113,1.20465650131805,0.228335934956175,0.545876997349637
"SRCAP",108.557438524879,-0.076020192929503,0.207480515208834,-0.366396781177196,0.714069021252322,0.887797335422827
"MEOX1",108.359904687438,-0.178365336803685,0.236713059056643,-0.753508646774763,0.451144317270835,0.744162814686203
"ZBTB26",107.262540561032,-0.150326267920514,0.197772034290878,-0.76009870889743,0.447195584357102,0.741295344089638
"C12orf49",107.34747549695,0.121684148780477,0.15935996213046,0.763580432335068,0.445117313806842,0.739920431539574
"TSTD1",109.716738109203,0.00182322852164408,0.265067029387157,0.00687836780703898,0.994511899798722,0.998151067130636
"SLC37A3",108.02894498901,0.140420389383755,0.157727111551504,0.890274271826131,0.373318632474835,0.685178002600429
"BORCS6",106.459919323378,0.195918985405778,0.182258976569113,1.07494834599538,0.28239785511914,0.600870848915819
"PSMB8",104.305456690929,-0.0294151001205745,0.376621040309938,-0.078102646884432,0.937746401719009,0.979360036671017
"RAMP3",108.95692752236,0.0674394534407932,0.27675145836175,0.243682377827405,0.807476822472843,0.928547230472479
"C16orf91",107.261413959142,0.298313208890867,0.205841892335016,1.44923467962173,0.14727205576656,0.437549406805508
"ELMOD2",106.284178988463,0.0981792830301234,0.14584099604559,0.673193996833596,0.500823879866328,0.779318397244198
"ZNF33B",107.146144402813,-0.492272757539066,0.234733585516535,-2.09715519172858,0.0359798395809896,0.194321377657813
"NPAT",106.556480567385,0.0290485300265205,0.232727932953506,0.124817548361604,0.900667994455139,0.965674048692374
"ZNF45",106.798383871682,-0.0286441292861179,0.167338904408336,-0.171174356539476,0.864086670403389,0.952716629757614
"SMIM29",106.61695249681,1.05311718513289,0.238099403363358,4.42301480077944,9.73330706933068e-06,0.0004404581234648
"PUM3",107.177890638915,0.495426093151083,0.181907484097463,2.72350582830139,0.0064593075885803,0.0625087939850739
"NT5C",106.832620550375,0.0551059185550846,0.198884497819617,0.277074981505417,0.781722531905012,0.917432737951465
"YPEL1",107.909657934144,-0.0832538963706663,0.242723878401944,-0.342998377080973,0.731599681082757,0.897347936149553
"TMOD2",105.686189838851,0.100056140068084,0.163637509962978,0.611449905897008,0.540901772277118,0.804092966963145
"PLCB4",105.824941685839,-0.138420317822901,0.166855055974414,-0.829584198180525,0.406773913980577,0.709344088065964
"CCDC126",105.859430555867,-0.060716481996899,0.131867185770544,-0.460436625246171,0.645202850858137,0.859639506654659
"KIAA1841",106.682150609271,0.109811553668264,0.185881463170763,0.590761186161869,0.554680444833746,0.811874899226976
"SIGIRR",106.876067575509,-0.177657261581392,0.218765231336532,-0.812090936461918,0.416739453502766,0.716309663522733
"STX2",104.988378414395,0.344819291237682,0.185864872702563,1.855214953874,0.0635655370874741,0.273999786306549
"SUCO",106.061222792088,0.0980696611408988,0.180636081059811,0.542912913995443,0.587189764010548,0.830372001685735
"ZNF174",105.857294872444,-0.0904366945364537,0.154326026348662,-0.586010646915344,0.557868360083304,0.813982107495042
"ZNF618",106.3592650443,-0.712305233028982,0.208482899431928,-3.4166122735719,0.000634055127581652,0.0117189607591981
"BET1",105.111616492463,-0.214819679962834,0.158734500028992,-1.35332697002604,0.175951196781006,0.478231434244788
"ANKRD13B",106.129462883066,0.674932631998657,0.138747556414907,4.86446499987615,1.14766812869936e-06,6.98265450934982e-05
"RAB5C",106.425688990631,0.269150699624866,0.170906975043837,1.57483741992292,0.115293976587492,0.381294722051119
"C12orf43",106.643214172893,0.138111306679983,0.165378214105875,0.8351239455976,0.403647925611792,0.7064247754388
"MYOF",106.804472838089,0.140753233242163,0.268802836636557,0.52363001448706,0.600535901286436,0.836867344740638
"FRK",101.998944912474,-1.22161833631846,0.390474558812887,-3.12854783684857,0.0017567241278737,0.0246526282630959
"PTGER4",105.872951275792,-0.160587163784424,0.227362213065886,-0.706305421727611,0.479998222498807,0.763625346840338
"MYH4",103.531615233341,0.386923536243483,0.563228377276256,0.686974505998127,0.492098793957115,0.772182168898413
"GPR180",103.822981783017,-0.0877301523516486,0.237124981698066,-0.369974313644256,0.711401629307177,0.886137521752221
"ZNF614",105.744160242456,-0.0601084782417049,0.168325042980153,-0.357097655687468,0.721018699430052,0.891803014461319
"ZNF555",106.516782967886,0.250799143084315,0.221679399866695,1.13135971693866,0.257903719163816,0.575615314681342
"IRF1",105.728105825387,0.286757706971974,0.298366319529638,0.961092751433992,0.336505533983359,0.651790460035399
"SLC14A1",106.469081419888,0.261969759802253,0.203761189573307,1.28567054575427,0.198558064879836,0.510176672663567
"WASF3",105.475089495736,-0.0401186882916094,0.146365185549764,-0.274099938048239,0.784007821443328,0.918250295429065
"MAN2B2",105.030295782358,-0.124216135404749,0.189478609343908,-0.655568118400606,0.512102044344577,0.785511410842659
"SGK3",105.651128123383,0.158933779664566,0.154616887628301,1.02791992584046,0.303987495693358,0.622164422796912
"ASPN",106.445150455413,-0.507138320372997,0.241793586403411,-2.09740187039901,0.035958015661386,0.194321377657813
"KPTN",106.06614100983,-0.0677972092315173,0.166486983961021,-0.407222280195734,0.68384473903268,0.876271232472343
"C3orf38",104.620411064878,-0.13290139339461,0.178126968630393,-0.746104839803206,0.455604085931293,0.747423819908738
"SLC35C1",104.145987633155,0.270503469345722,0.203944191500077,1.32636025255772,0.184720397883029,0.49058157466178
"ARHGAP42",104.60753722601,-0.45552484840642,0.249631054899332,-1.82479238646857,0.0680323652245351,0.285511404684881
"CCND1",104.731393490115,0.0586151323046099,0.28597748798656,0.204964148462499,0.837600135716562,0.940807502649026
"PSMG3",104.663900436044,0.447872530319578,0.242020151637889,1.85055883689258,0.0642330461958599,0.276036271477385
"TBC1D7",105.151773205483,-0.292462626661799,0.192454458084811,-1.51964589218773,0.128599997250758,0.407596601455791
"RPL26L1",105.029712524203,0.12429127952561,0.173981638552814,0.714393085152374,0.474984146620356,0.760379621794623
"AP4M1",105.200865437463,0.0356587650182183,0.162474383513469,0.219473151687707,0.826281491890813,0.936368902137384
"DDX60L",103.893396969178,0.272122549366187,0.275239570834658,0.98867524222982,0.322822059662348,0.639707855799659
"SHC2",106.913052268733,-0.147233802333059,0.271847888512446,-0.541603626714644,0.588091592889119,0.830505115937607
"NAV2",107.024078701597,-0.24232253609421,0.332469659645264,-0.728856089763984,0.466089697119632,0.754237285387279
